descricao;clean
LANTUS SOLOSTAR 100UI INJ 1CARPX3ML(GELA;7891058003029
APIDRA REFIL C/ 3ML;7891058028329
SAXENDA 60MG INJ 3X3ML;7897705202340
HUMALOG KWIKPEN CANETA C/5 3ML;7896382706264
INSULINA ASPARTE 100UI/MLLT : GP54291 VL: 31-03-2020;7897705201107
INSULINA DETEMIR - CONCENTRACAO/DOSAGEM 100 U/ML, FORMA FARMACEUTICA SOLUCAO INJETAVEL, FORMA DE APRESENTACAO SISTEMA DE;8590355010257
APIDRA 100UI SOL INJ 10ML;7891058027117
INSULINA GLARGINA 100UI/ML 3ML;7891058025137
INSULINA GLARGINA (LANTUS ) 3ML;7891058025137
INSULINA DEGLUDECA 100U/ML;7897705201916
TRESIBA 100UI/ML SOL INJ 1 ARP X 3ML+1 ASSIST APLIC;7897705201916
INSULINA ASPARTE 100 U/ML SOL INJ CT 5 CARP VD INC X 3ML PENFILL NOVOMIX 30 NOVO NORDISK;7897705201060
INSULINA GLARGINA 100 UI/ML SOL INJ CT 1 FA VD INC X 10ML LANTUS SANOFI.;7891058009205
INSULINA ASPARTE 100 U/ML SUS INJ CT 5 CARP VD INC X 3ML X 5 SIST APL PLAS (FLEXPEN) NOVOMIX 30 NOVO NORDISK;7897705201077
INSULINA LISPRO 100 U/ML SOL INJ CT 5 CARP VD INC X 3ML + 5 SIST APLIC PLAS HUMALOG KWIKPEN ELI LILLY;7896382706264
INSULINA GLARGINA 300UI/3ML LANTUS SOLOSTAR SANOFI.;7891058003029
HUMALOG 100UI/ML SOL INJ CT FR 10 ML;7896382700750
INSULINA DEGLUDECA 100UI ML- TRESIBA 100UI ML FRASCO;7891268101058
INSULINA LISPRO DERIVADA DE ADN RECOMBINANTE 100UI ML FRASCO- HUMALOG 100UI ML LISPRO;7896382700750
VICTOZA 6MG/ML C/2 SIST 3ML;7897705201770
INSULINA GLARGINA 3 ML + REFIL 3 ML;7891058009205
INSULINA  ASPARTE 100U/ML - 3ML FLEXPEN NOVOMIX 30 NOVO NORDISK;7897705201077
INSULINA  ASPARTE 100U/ML - 10ML NOVORAPID NOVO NORDISK;7897705201008
INSULINA  LISPRO 100U/ML - 10ML HUMALOG ELI LILLY;7896382700750
LIRAGLUTIDA 6 MG/ML INJ. C/ 2 CARP 3 ML + SIST. APLIC. VICTOZA SAR;7897705201770
CANETA  PREENCHIDA P/INSULINA GLARGINA 100UI/ML - 3ML LANTUS SOLOSTAR SANOFI.;7891058003029
OCTREOTIDA 0,1MG/ML AMP 1MLLT : SR052 VL: 30-11-2019;7896261014329
TRESIBA FLEXTOUCH 100UI/ML 3MLLT : GP52365 VL: 31-08-2019;7897705201916
SANDOSTATIN ACETATO DE OCTREOTIDA 0,1MG CX C/05 SOLUCAO INJETAVEL IV/SC 1ML NOVARTIS BIOCIENCIAS;7896261014329
DEGARELIX ACETATO 120 MG/FIRMAGON 120 MG CX/ 2 UNID.;7896165600925
DEGARELIX ACETATO 80 MG/FIRMAGON 80 MG CX 1 UNID;7896165600918
GLUCAGON 1MG (1UI)/GLUCAGEN HYPOKIT CX/ C/1 UNID (2 A 8*C);7897705200391
ACET DESMOPRESSINA 2,5ML(G)BERGAMOLT : 1088518A VL: 31-03-2020;7898149934910
DESMOPRESSINA ACETATO 4MCG/ML/ DDAVP CX 10 UNID (2Â° A 8Â° C);7896165600062
OCTREOTIDA ACETATO 0,1MG/ML/OCTRIDE CX/5 AMP 1 ML (2Â°A 8Â° C);7898909980041
SANDOSTATIN LAR MPVI 30MG SER 2MLLT : SP301 VL: 29-02-2020;7896261018402
ACET DESMOPRESSINA 2,5ML(G)BERGAMOLT : 1091131A VL: 30-04-2020;7898149934910
INSULINA GLARGINA 100UI/ML 3MLLT : 7F544B VL: 31-07-2019;7891058009205
INSULINA GLARGINA 100UI/ML 10MLLT : 7F267A VL: 30-09-2020;7891058025137
*GOSSERRELINA ACETATO/ZOLADEX 3,6MG CX/1 UNID (2 A 25*C);7896206400552
NORDITROPIN NORDIFLEX 10MG/1,5ML 1REF(C5LT : HC70354 VL: 31-01-2020;7897705201695
LEVEMIR PENFILL 100UI 3ML 5UN REF;7897705201138
NOVORAPID FRASCO 100UI/ML 10ML;7897705201008
NOVORAPID PENFIL 5X3ML;7897705201015
ACET DESMOPRESSINA 2,5ML(G)BERGAMO;7898149934910
SANDOSTATIN LAR MPVI 30MG SER 2ML;7896261003873
ERBITUX 5MG/ML SOL INJ 100ML(H);7891721021213
*GOSSERRELINA ACETATO/ZOLADEX 3,6MG CX/1 UNID (2 A 25*C) ASTRAZENECA;7896206400552
GLUCAGEN HYPOKIT 1MG INJ 1ML;7897705200391
ACETATO DESMOPRESSINA 0,1MG/ML 2,5ML NASAL;7898149934910
OCTREOTIDA ACETATO 0,1MG/ML/OCTRIDE CX/5 AMP 1 ML (2Â°A 8Â° C) SUN FARMACEUTICA;7898909980041
SANDOSTATIN 0,1MG C 5AMP 1 ML;7896261014329
VICTOZA LIRAGLUTIDA 6MG 2CAN;7897705201770
NOVORAPID FLEXPEN 100UI 3ML 5UN;7897705201107
TRESIBA FLEXTOUCH 100UI/ML 3ML;7897705201916
LEVEMIR FLEXPEN 100UI 3ML 5UN;8590355010257
LANTUS 100UI 1X3ML;7891058025137
INSULINA DEGLUDECA 100 U/M-3ML/TRESIBA PENFILL CX 5 UNID (2 A 8*C);7897705201978
INSULINA ASPARTE 100U/ML-3ML/NOVORAPID FLEXPEN CX/5 (2 A 8*);7897705201107
TOUJEO 300UI 1X1,5ML;7891058020323
ERBITUX 5MG/ML SOL INJ 20ML(H);7891721021220
LIRAGLUTIDA 6MG/ML-3ML/SAXENDA CX/3 UNID NOVO NORDISK (2Â° A 8Â°C);7897705202340
LIRAGLUTIDA 6MG/ML-3ML/VICTOZA CX/2 UNID (2 A 8*C) NOVO NORDISK;7897705201770
INSULINA GLARGINA  LANTUS 100UI / 1X3ML AD/INF SANOFI;7891058025137
INSULINA LISPRO 300U/3ML HUMALOG KWIKPEN ELI LILLY;7896382706264
INSULINA ASPARTE 100 U/ML SOL INJ CT 5 CARP VD INC X 3 ML + NOVOMIX 30 NOVO NORDISK;7897705201077
INSULINA ASPARTE 100 U/ML SOL INJ CT 5 CARP VD INC X 3 ML PENFILL NOVOMIX 30 NOVO NORDISK;7897705201060
INSULINA LISPRO 300UI/3ML HUMALOG KWIKPEN ELI LILLY;7896382706264
APIDRA 100UI/ML 3ML/SANOFI;7891058028329
NOVORAPID FLEX PEN 3ML;7897705201831
DEXAMENTASONA 0,1% CREME TUBO COM 10 G   (DEXAMENTASONA 0,1% CREME TUBO COM 10 G);7896137123797
APIDRA SOLOSTAR 1X3ML;7891058002985
INSULINA  GLULISINA SOLUSTAR 100UI/ML - 3ML APIDRA SANOFI.;7891058002985
TRESIBA FLEXTOUCH 100UI 3ML;7897705201916
DEXCLOFENIRAMINA 0,4MG/ML SOL. ORAL;7896181916642
INSULINA NOVORAPID 100UI/ML 3MLLT : HS65R80 VL: 31-07-2020;7897705201015
LANTUS SOLOSTAR 100UI INJ 1CARP (GELAD);7891058003029
GOSSERRELINA 3,6MG;7896206400552
PARACETAMOL 500MG + CAFEINA 65MG COMPRIMIDO REVESTIDO;7896422519939
TRESIBA FLEXTOUCH 100UI 1X3 ML;7897705201916
HUMALOG KWIKPEN CAN 3ML C/1-OUTROS;7896382706431
LANTUS 10 ML GELAD;7891058009205
INSULINA GLARGINA 100 UI/ML SOL INJ CT 1 FAVD INC X 10ML LANTUS SANOFI.;7891058009205
INSULINA ASPARTE 100 U/ML SOL INJ CT 5 CARP VD INC X 3ML + 5 SIST APLIC PLAST 10 NOVOMIX 30 NOVO NORDISK;7897705201077
INSULINA ASPARTE 100 U/ML SOL INJ CT 5 CARP VD INC X 3ML (PENFILL) NOVOMIX 30 NOVO NORDISK;7897705201060
INSULINA GLARGINA 100UI/ML SOL INJ CT 1 CARP VD INC X 3ML + 1 SISTEMA APLIC PLAS LANTUS SOLOSTAR SANOFI.;7891058003029
INSULINA LISPRO 100UI HUMALOG KWIKPEN CANETA 3ML/ELI LILLY;7896382706264
DEXAMETASONA 01 10G CREME -;7896137123797
ACETATO DEXAMETASONA 1MGG 10G CREME C50 -;7896137123797
ACETATO DE OCTREOTIDA 0,1MG ML 1ML;7898909980041
INSULINA LEVEMIR FLEXPEN;7894916503259
INSULINA TRESIBA 100UI ML DEGLUDECA FRASCO;7891268101058
INSULINA HUMALOG 100UI LISPO FRASCO .;7896382700750
INSULINA LANTUS 3ML;7891058025137
NARIDRIN 12 HS ADULTO 30 ML SIM (-) EMS;7896004714578
HUMALOG 1 FR C/ 10 ML GELAD;7896382700750
ZOLADEX LA 10 8MG P.M.C. 2489.24;7896206400873
DESONIDA POM 30G MED;7896422511087
EPINEFRINA 1MG/ML  1ML  FABRICANTE: HIPOLABOR;7898123900023
EPINEFRINA 1MG/ML 1ML  FABRICANTE: HIPOLABOR;7898123900023
INSULINA ASPARTE 100 U/ML SOL INJ CT FA VD INC X 10ML NOVORAPID NOVO NORDISK;7897705201008
INSULINA GLULISINA 100 UI/ML SOL INJ CT 1 CARP VD INC X 3ML + 1 SISTEMA APLIC PLAS APIDRA SANOFI.;7891058002985
INSULINA GLARGINA 100 UI/ML SOL INJ CT 1 CARP VD INC X 3 ML + 1 SISTEMA APLIC PLAS LANTUS SOLOSTAR SANOFI.;7891058003029
ZOLADEX LA 10,8MG SERINGA+ ENVELOPE/ASTRAZENECA;7896206400873
TRESIBA PENFILL 100UI/ML 3ML 5UN;7897705201978
HEMAX ERITRON 400UI AMP C/2ML;7896181904250
INSULINA LANTUS SOLUSTAR 3ML;7891058025137
INSULINA GLARGINA 100UI/ML REFIL 3ML PARA CANETA;7891058025137
LANTUS 100UI/ML INJ 1 FR AMP 1;7891058009205
NOVORAPID FLEXPEN 100 UN/ML IN;7897705201831
HUMALOG KWIKPEN 100UI CX 5 REF;7896382706264
LEVEMIR FLEXPEN 100U/ML INJ CX;7897705201145
LANTUS SOLOSTAR 100UI/ML INJ 0;7891058003029
NOVORAPID 100UI INJ 10ML SUBC/;7897705201008
LANTUS 100UI/ML INJ 1 REFIL 3M;7891058025137
HUMALOG MIX 25 KWIKPEN 100UI C;7896382706493
INSULINA ASPARTE 100 U/ML SUS INJ CT 5 CARP VD INC X 3 ML X NOVOMIX 30 NOVO NORDISK;7897705201077
INSULINA LISPRO 100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML HUMALOG KWIKPEN ELI LILLY;7896382706264
INSULINA GLULISINA 100 UI/ML SOL INJ CT 1 CARP VD INC X 3 ML APIDRA SANOFI.;7891058002985
INSULINA ASPARTE 100 U/ML SOL INJ CT FA VD INC X 10 ML NOVORAPID NOVO NORDISK;7897705201008
BASAGLAR 100UI/ML CX 5 REF X 3ML;7896382707681
HUMALOG KWIKPEN CANETA C/1 3ML;7896382706431
TOUJEO 300 UI/15ML CAN SOLOS;7891058020323
HUMALOG 100UI SOL INJ 1FR 10ML;7896382700750
NOVORAPID FLEXPEN 100U ML 3ML;7897705201831
TRESIBA FLEXTOUCH 100UI 3 ML;7897705201916
VICTOSA;7897705201770
INSULINA HUMALOG REFIL 3ML/ELI LILLY;7896382706271
DEPOSTERON 100MG INJ CX 3 AMP X 2ML;7894916202671
INSULINA - LEVEMIR FLEXPEN;7894916503259
INSULINA TRESIBA 1OOUI ML DEGLUDECA FRASCO;7891268101058
INSULINA - HUMALOG 100UI ML LISPO FRASCO.;7896382700750
LANTUS 100UI 1 FR AMP 10ML;7891058009205
TRESIBA;7897705201916
LEVEMIR FLEXPEN 3ML INJ 1X1-ETICO;7897705201145
FELINEFRINA 10MG/ML 1ML  FABRICANTE: CRISTALIA;7896676403787
ACETATO DEXAMETASONA 1MGG 10G -;7896137123797
HEMAX ERITRON 4000UI/ML;7896181904250
PARACETAMOL + CAFEINA 500MG +65MG CX C 20 COMP (G);7896422519939
FELINEFRINA 10MG/ML 1ML  FABRICANTE: HIPOLABOR;7898123900023
EPINEFRINA 1MG/ML SOL INJ 1ML (ADRENALINA) FABRICANTE: HIPOLABOR;7898123900023
DESONIDA G. GLO CR 30 G;7898060132563
HUMALOG MIX 25 KWIKPEN 100UI CX 1 SIST X 3ML;7896382706493
APIDRA 100UI C 3ML;7891142115904
LIRAGLUTIDA 6 MG/ML INJ. C/1 CARP 3 ML + SIST. APLIC. VICTOZA SAR;7897705201770
LANTUS 100UI/ML 3ML AP;7891058025137
TRESIBA 100U/ML 3ML + ASSIST APLIC AP;7897705201916
LANTUS 100UI/ML 10ML FA;7891058009205
APIDRA SOLOSTAR 100UI/ML CX 1;7891058002985
LEVEMIR PENFILL 100U/ML INJ CX;7897705201138
TRESIBA FLEXTOUCH 100UI CX 1 S;7897705201916
APIDRA 100UI/ML CX 1FR-AMP 10M;7891058027117
INSULINA TRESIBA FLEX TOUCH 100UI/ML 3ML;7897705201916
HUMALOG 100UI/ML SOL KWIK PEN;7896382706431
TRESIBA 100U/ML SOL INJ 1 CARP X 3ML+1 A;7897705201916
OCTRIDE 0,1MG 1MLX5(P);7898909980041
EPINEFRINA 1MG/ML  1ML (ADRENALINA) FABRICANTE: HIPOLABOR;7898123900023
EPINEFRINA 1MG/ML SOL INJ X 1ML  FABRICANTE: HIPOLABOR;7898123900023
ACETATO DEXAMETASONA 1 10G CREME  SANVAL -;7896137123797
DESMOPRESSINA 1MG C 30;7894916203517
LANTUS SOLOSTAR 100UI/ML C/1UN 3ML;7891058003029
TOUJEO 300U/ML INJ CX 1 CANETA X 1,5ML;7891058020323
HEMAX 4000UI SOL INJ 1 AMP;7896181904250
SAXENDA 6MG/ML C/3 SIST 3ML;7897705202340
LIRAGLUTIDA 6 MG/ML INJ. C/1 CARP 3 ML + SIST. APLIC. VICTOZA SAR.;7897705201770
LANTUS SOLOSTAR 3ML;7891058003029
APIDRA 100UI/ML SOLOSTAR 3ML;7891058002985
INSULINA GLARGINA 100UI/ML 3ML REFIL CARPULE - LANTUS SANOFI-AVENTIS;7891058025137
FORTEO COLTER PEN KIT;7896382706769
HUMALOG 100UI 10ML 1S;7896382700750
HUMALOG 100UI 3ML 5S;7896382705519
HUMALOG KWIKPEN 100UI 3ML 1S;7896382706431
INSULINA GLULISINA 100UI/ML 3ML REFIL CARPULE - APIDRA SANOFI AVENTIS;7891058028329
INSULINA LISPRO 100UI/ML 3ML REFIL CARPULE - HUMALOG ELI LILLY;7896382703331
BASAGLAR CART 100U/ML X 5;7896382707681
SANDOSTATIN LAR MPVI 30 MG;7896261018402
SANDOSTATIN LAR MPVI 20 MG;7896261018396
DEXAMETASONA 1MG, ACETATO (SANVAL)  (ITEM GENERICO);7896137123797
GLUCAGEN HYPOKIT;7897705200391
HUMALOG 100UI 3ML 2S;7896382703331
LEVEMIR FLEXPEN 5X3 ML PUBLIC;7897705201152
NOVORAPID FLEXPEN 5X3 *TENDER;7897705202555
NOVORAPID PENFILL 5X3ML PUBLIC;7897705201015
NOVOLIN R FLEXPEN 5PCS *TENDER;7897705202616
NOVOLIN N FLEXPEN 5PCS *TENDER;7897705202623
VICTOZA 6 MG/ML 2X3 ML;7897705201770
LEVEMIR PENFILL 5X3ML PUBLIC;7897705201138
TRESIBA FLEXTOUCH 1X3ML PUBLIC;7897705201916
FIRMAGON 120MG 2FA + DIL SER PRE PRINCIPIO ATIVO: DEGARELIX;7896165600925
+ DDAVP 0,1MG/ML SOL NASAL CX/1FRX2,5 - (DESMOPRESSINA, ACETATO) - FERRING;7896165600017
DDAVP 0,1MG/ML SOL NASAL CX/1FRX2,5ML;7896165600017
+ SOMATULINE AUTOGEL 120MG CX/1SPX0,5 - (LANREOTIDA, ACETATO) - IPSEN;7898932171096
+ SOMATULINE AUTOGEL 90MG INJ CX/1SPX - (LANREOTIDA, ACETATO) - IPSEN;7898932171089
+ GLYPRESSIN 1MG PO INJ IV CX/1FA+DILX5ML (TERLIPRESSINA, ACETATO)-FERRING;7896165600420
DESMOPRESINA ACET. (GEN) SPRAY NASAL FR 2,5 ML;7898149934910
APIDRA SOLOSTAR 100UI INJ CARP 3 ML+AP;7891058002985
INSULINA DEGLUDECA TRESIBA FLEXTOUCH 100UI C/3ML;7897705201916
INSULINA LISPRO 300U/3ML HUMALOG ELI LILLY;7896382705519
INSULINA GLARGINA 300UI/3ML LANTUS SANOFI.;7891058025137
VICTOZA 6MG/ML SOL INJ 2 CANET;7897705201770
NOVORAPID PENFILL 100UN/ML INJ;7897705201015
SAXENDA 6MG/ML CX 3 SIST X 3ML;7897705202340
NOVOMIX 30 PENFILL 100U/ML INJ;7897705201060
HUMALOG MIX 25 100UI CX 5 REFI;7896382703072
NOVOMIX 30 FLEXPEN 100U/ML INJ;7897705201077
TRESIBA FLEXTOUCH 100UI/ML 3MLLT : GP51448 VL: 31-05-2019;7897705201916
INSULINA  LISPRO 300U/3ML REFIL HUMALOG ELI LILLY;7896382705519
INSULINA LISPRO 300U/3ML REFIL HUMALOG ELI LILLY;7896382705519
METOCLOPRAMIDA 10MG/ML AMP 2ML;7896112183693
METOCLOPRAMIDA 10 MG NOVOSIL (HIPOLABOR-MG);7898123902256
ONDANSETRONA 4 MG AMP 2 ML-GGREM - 511816010010206;7898122913086
ONDANSETRONA 4 MG CX/50 AMP 2 ML;7898122913086
DIMETICONA GTS 75MG (GEN) 10 ML (HIPOLABOR-MG);7898470681903
ONDANSETRONA 4 MG CX/50 AMP C/1 (HYPOFARMA-MG);7898122913086
DIMETICONA GTS 75MG (GEN);7898123908074
ONDANSETRONA 4MG/ML CX/50 AMP 2 ML;7898122913086
METOCLOPRAMIDA 10MG 20CPR (PLABEL)*S*;7897917000963
METOCLOPRAMIDA 4MG/ML AD 10ML GEN-MARIOL;7898917592373
ONDANSETRONA 4MG 100AMP 2ML GEN-HALEX ISTAR;7896727806031
METOCLOPRAMIDA 10MG,CLORIDRATO;7898123902256
METOCLOPRAMIDA 4MG/ML,CLORIDRATO (ITEM GENERICO);7898917592373
METOCLOPRAMIDA 10MG/2ML CX 120AMP 2ML;7896112183693
ONDANSETRONA 8MG 50AMP 4ML GEN-HYPOFARMA;7898122913147
DIPIRONA 500MG/ML GTS 20ML GEN-SOBRAL;7897732602144
CLONAZEPAM 2,5MG ORAL 20ML GEN-HIPOLABOR B1;7898470680081
METOCLOPRAMIDA GTS 10ML *GENERICO*;7896112144816
METOCLOPRAMIDA 10MG IM/IV 2ML PLAST ISOFARMA;7898361700591
PLASIL;7891058059149
METOCLOPRAMIDA 10MG CX 500CPR   NOVOSIL;7898123902256
SIMETICONA 75MG/ML GTS GEN FR 10ML;7898470681903
ONDANSETRONA 8MG 4ML INJ GEN HYPOFARMA;7898122913147
CLONAZEPAM (GENERICO) 2,5MG/ML *B1* ORAL GTS CX C/200 FRS 20ML;7898470680081
NOVOSIL (METOCLOPRAMIDA) 10MG CX C/500 COMP;7898123902256
SIMETICONA GTS 10ML;7898470681903
METOCLOPRAMIDA 10MG/2ML CX 240AMP 2ML   NOPROSIL;7898361700591
METOCLOPRAMIDA 4 MG/ML GOTAS FR 10 ML - GENERICO -;7898917592373
METOCLOPRAMIDA 10MG 120AMP 2ML GEN-TEUTO;7896112183693
SIMETICONA GEN 75MG/ML GTS CX C/200 10ML C LACRE;7898123908074
ONDANSETRONA 8MG 100AMP 4ML GEN-HALEX ISTAR;7896727806048
NOPROSIL (CLORIDRATO DE METOCLOPRAMIDA) 5 MG/ML SOL INJ IV/IM CX 240 AMP PLAS PEBD TRANS X 2 ML;7898361700591
BUTILESCOPOLAMINA 20MGML 1ML SOLINJ -;7898123907893
NOVOSIL 10MG CX 25 BL X 20 COMP;7898123902256
PLABEL 10MG CP;7897917000963
METOCLOPRAMIDA 4MG/ML 10ML GTS FR;7898917592373
METOCLOPRAMIDA COMPRIMIDO 10MG PLABEL BELFAR;7897917000963
METOCLOPRAMIDA FRASCO 10ML PHARLAB;7898917592373
METOCLOPRAMIDA 10MG INJ 2ML HALEX ISTAR;7898361700591
METOCLOPRAMIDA 04MG SANVAL;7898917592373
DIGEPLUS C/30 CAPS;7896658008023
METOCLOPRAMIDA (CLORIDRATO) 4MG/ML 10ML FR;7898917592373
METOCLOPRAMIDA, CLORIDRATO 4 MG/ML - 10ML - COM LAUDO DE QUALIDADE E VALIDADE COM 80% A CUMPRIR.;7898917592373
METOCLOPRAMIDA 10MG - COMPRIMIDO - BLISTER COM QUANTIDADES MULTIPLAS DE 5 COMPRIMIDOS - COM LAUDO QUALIDADE E 80% DA VAL;7897917000963
DIMETICONA 75MG/ML 10 ML;7898123902812
METOCLOPRAMIDA COMP 10MG;7897917000963
METOCLOPRAMIDA 10MG COMP;7897917000963
METOCLOPRAMIDA 4 MG 10 ML SOL. ORAL FRASCO;7898917592373
METOCLOPRAMIDA , CLORIDRATO SOLUCAO ORAL 4 MG/ML FRCO. 10 ML;7898917592373
METOCLOPRAMIDA 10MG (NOVOSIL) HIPOLABOR;7898123902256
METOCLOPRAMIDA (CLORIDRATO) 4MG/ML 10ML;7898917592373
SIMETICONA 75MG/ML 10ML;7898123908074
DIMETICONA 75MG/ML 10ML LUFBEM FR;7899470807188
SIMETICONA EMULSAO ORAL 75 MG/ML  10 ML;7898123902812
METOCLOPRAMIDA, CLORIDRATO 10MG - COMPRIMIDO;7897917000963
METOCLOPRAMIDA, CLORIDRATO SOL. ORAL 4MG/ML FR. 10ML GTS. - FRASCO;7898917592373
DIGEPLUS C 30 CAPS - NOVO;7896658008023
METOCLOPRAMIDA 4MG/ML 10ML GENERICO MARIOL;7898917592373
METOCLOPRAMIDA 10MG 2ML;7898361700591
METOCLOPRAMIDA , CLORIDRATO 5MG/ML SOL INJ - 2ML;7898361700591
BUTILBROMETO ESCOPOLAMINA 20MGML 1ML SOLINJ C100 -;7898123907893
METOCLOPRAMIDA FRASCO 10ML MARIOL;7898917592373
METOCLOPRAMIDA 10MG INJ 2ML;7898361700591
PLASIL 20CPR P.M.C. 9.75;7891058059149
INELLARE CALCIO ZERO ACUCAR CX C/60;1000008071650
PONDERA 25MG CX C/20 CP;1000082532276
INELLARE CALCIO ZERO ACUCAR CX C/60 TABL;1000008071650
SUNLESS FPS 30;1000083887214
D PREV 2000UI;1000037936449
METOCLOPRAMIDA (CLORIDRATO) 4MG/ML 10ML FR (ITEM: );7898917592373
METOCLOPRAMIDA 10MG;7898123902256
METOCLOPRAMIDA 10 MG;7898123902256
CLONAZEPAM-2,5MG/ML GTS 20ML CX 200 FRAS GEN;7898470680081
SIMETICONA-75MG/ML AD/PED GTS 10ML CX 200 FRAS GEN;7898470681903
DIGEPLUS CX 30 CAPS;7896658008023
NOPROSIL SOL DE CLORIDRATO DE METOCLOPRAMIDA 5MG/ML 2ML 240AMP PLAST;7898361700591
METOCLOPRAMIDA 10MG NOVOSIL HIPOLABOR;7898123902256
GLUCOVANCE 500/2,5MG;1000085912808
LEVOFLOXACINO 500MG (FRASCO 100ML);1000027998600
DIMENIDRATO ,CLORIDRATO DE PIRIDOXINA 10MG;1000031861730
SIMETICONA 75 MG/ML - 10 ML;7898123908074
METOCLOPRAMIDA CLORIDRATO 4MG/ML GOTAS. FRASCO COM 10ML (METOCLOPRAMIDA CLORIDRATO 4MG/ML GOTAS. FRASCO COM 10ML);7898917592373
METOCLOPRAMIDA, CLORIDRATO 5MG/ML SOLUCAO INJETAVEL AMPOLA 2ML;7898361700591
METOCLOPRAMIDA 5MG/ML 2ML - ISOFARMA;7898361700591
METOCLOPRAMIDA CLORIDRATO,  5MG/ML, SOLUCAO INJETAVEL  2ML - ISOFARMA;7898361700591
METOCLOPRAMIDA CLORIDRATO 10MG   ( METOCLOPRAMIDA CLORIDRATO 10MG );7898123902256
DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA;1000031861730
CLORIDRATO DE METOCLOPRAMIDA 10MG/ML SOL INJ AMP 2ML IM/IV/AD NOPROSIL ISOFARMA;7898361700591
NOPROSIL 5MG/ML 2ML CX C/240 AMP;7898361700591
METOCLOPRAMIDA 5MG/ML 2ML GENERICO TEUTO;7896112183693
METOCLOPRAMIDA CLOR 5MG/ML SOL INJ AMP 2ML/ISOFARMA;7890000064095
PLASIL 10MG C/20 COMP-REFERENCIA;7891058059149
METOCLOPRAMIDA RESUMO: METOCLOPRAMIDA SOL. ORAL 4MG/ML - FRASCO 10ML.;7898917592373
SIMETICONA 75MG/ML - GOTAS FR 15 ML;7898123902812
PLASIL 20CP;7891058059149
DIGEPLUS CX C/30 COMP/ACHE;7896658008023
CLORIDRATO DE METOCLOPRAMIDA 4MG/ML GTS PED 10ML C;7896112144816
METOCLOPRAMIDA 4 MG/ ML 10 ML (HRX) GENERICO MARIOL;7898917592373
SIMETICONA 75MG/ML 10 ML;7898123902812
SIMETICONA 75MG/ML 10ML FR GTS;7898123902812
DIMETICONA 75MG/ML 10ML FR GTS (ITEM: );7898123902812
DIGEPLUS 30CAPS;7896658008023
SIMETICONA 75MG 10ML GTS;7899470807188
LUFBEM 75MG/ML 10ML FR;7899470807188
DIMETICONA, EMULSAO ORAL, 75MG/ML;7898123908074
METOCLOPRAMIDA 4MG/ML 10ML CLORIDRATO MARIOL;7898917592359
DIMETICONA 75MG/ML 10ML FR (ITEM: );7899470807188
METOCLOPRAMIDA 10MG HIPOLABOR;7898123902256
ONDANSETRONA 4MG 2ML GENERICO HYPOFARMA;7898123907671
NOVOSIL 10MG CP;7898123902256
BUTILBROMETO ESCOPOLAMINA 20MGML 1ML SOLINJ C1 -;7898123907893
HIOSCINA 20MGML -;7898123907893
CLORIDRATO DE METOCLOPRAMIDA 4;7896112144816
METOCLOPRAMIDA 10MG INJ 2ML TEUTO;7896112183693
PLASIL 20CPR P.M.C. 9.25;7891058059149
PANTOPRAZOL 40MG CX C/28;1000082532276
PANTOPRAZOL 20MG CX C/28;1000057833278
RIVASTIGMINA 5CM 9MG CX C/30;1000037358579
CEREAIS P/ALIMENTACAO INFANTIL 230G;1000075506673
CLORIDRATO DE METOCLOPRAMIDA 4MG/ML 10ML MARIOL;7898917592359
METOCLOPRAMIDA 10MG INJ 2ML ISOFARMA;7898361700591
METOCLOPRAMIDA CLORIDRATO SOLUCAO ORAL - MARIOL;7898917592373
METOCLOPRAMIDA (CLORIDRATO) 10MG CP;7897917000963
METOCLOPRAMIDA 10MG 2ML CX C 120 AMP (G);7896112183693
METOCLOPRAMIDA 5 MG INJETAVEL 2 ML;7898917592373
NOVOSIL 10MG;7898123902256
PLASIL 10MG C 20 COMP;7891058059149
METOCLOPRAMIDA 5MG/ML 2ML TEUTO;7896112183693
CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO 4 MG/ML SOL OR FR PLAS OPC GOT X 10ML;7898917592366
DIMETICONA 75MG/ML 10ML;7898123902812
SIMETICONA 75MG ML 10ML GTS (LUFBEM);7899470807188
SIMETICONA 75MG ML 10ML (G);7898470681903
METOCLOPRAMIDA 10MG COMPRIMIDO.;7898123902256
DIGEPLUS C/30 CAPS - NOVO-REFERENCIA;7896658008023
METOCLOPRAMIDA 10MG - BELFAR;7897917000963
METOCLOPRAMIDA 10 MG - BELFAR;7897917000963
METOCLOPRAMIDA (CLORIDRATO)  10MG;7897917000963
CLORIDRATO DE METOCLOPRAMIDA 10MG;7897917000963
METOCLOPRAMIDA  5MG/ML 2ML - ISOFARMA;7898361700591
SIMETICONA 75MG/ML SUSPENSAO ORAL GOTAS FRASCO 10ML - HIPOLABOR;7898123902812
METOCLOPRAMIDA 4MG/ML SOL 10ML  -MARIOL;7898917592373
METOCLOPRAMIDA G. TEU GTS 10 ML;7896112144816
BUTILBROMETO 20MGML 1ML -;7898123907893
METOCLOPRAMIDA 10 MG COMPRIMIDO;7897917000963
PLABEL 10MG;7897917000963
