,CodigoNFe,DataEmissao,MunicipioEmitente,unidadecomercial,quantidadecomercial,valorunitariocomercial,DescricaoProduto,CLEAN
184701,1574529,2018-12-14,Cachoeiras de Macacu,FR,200.0,3.05,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
184734,1574544,2018-12-14,Cachoeiras de Macacu,UNIDAD,1000.0,1.57,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4 MG/ML + 500 MG/ML SOL INJ X 5 ML,-1
184738,1574546,2018-12-14,Cachoeiras de Macacu,UNIDAD,500.0,1.57,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4 MG/ML + 500 MG/ML SOL INJ X 5 ML,-1
184780,1574571,2018-12-17,Cachoeiras de Macacu,Compri,2640.0,0.06,Dipirona sodica 500mg,7898148294121
184794,1574575,2018-12-17,Cachoeiras de Macacu,GOTAS,20.0,7.0,ESCOPOLAMINA + DIPIRONA - HIPOLABOR,-1
184796,1574575,2018-12-17,Cachoeiras de Macacu,AMPOLA,3000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184797,1574575,2018-12-17,Cachoeiras de Macacu,AMPOLA,250.0,1.79,ESCOPOLAMINA 4 MG /ML + DIPIRONA 500 MG /ML - HYPOFARMA,7898122910894
184798,1574575,2018-12-17,Cachoeiras de Macacu,COMPRI,2000.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
184799,1574575,2018-12-17,Cachoeiras de Macacu,FRASCO,200.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184825,1574591,2018-12-17,Cachoeiras de Macacu,AMPOLA,6000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
184859,1574602,2018-12-17,Cachoeiras de Macacu,AMPOLA,250.0,1.03,HYPOCINA COMPOSTA 5ML AP,7898122910894
184862,1574602,2018-12-17,Cachoeiras de Macacu,AMPOLA,3000.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
184867,1574602,2018-12-17,Cachoeiras de Macacu,GOTAS,20.0,3.8,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 20,-1
184869,1574602,2018-12-17,Cachoeiras de Macacu,FRASCO,200.0,0.6,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
184882,1574602,2018-12-17,Cachoeiras de Macacu,COMPRI,2000.0,0.06,DIPIRONA SODICA 500MG CP,7898148294121
184884,1574618,2018-12-18,Cachoeiras de Macacu,AMPOLA,500.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184890,1574619,2018-12-18,Cachoeiras de Macacu,AMPOLA,700.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184892,1574619,2018-12-18,Cachoeiras de Macacu,FRASCO,10.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184895,1574620,2018-12-18,Cachoeiras de Macacu,F/A,700.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
184899,1574621,2018-12-18,Cachoeiras de Macacu,AMPOLA,500.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184900,1574621,2018-12-18,Cachoeiras de Macacu,FRASCO,5.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184911,1574639,2018-12-19,Cachoeiras de Macacu,COMPRI,1000.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
184913,1574639,2018-12-19,Cachoeiras de Macacu,AMPOLA,3000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184928,1574643,2018-12-20,Cachoeiras de Macacu,FRASCO,130.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184932,1574643,2018-12-20,Cachoeiras de Macacu,AMPOLA,200.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184933,1574643,2018-12-20,Cachoeiras de Macacu,AMPOLA,600.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184934,1574645,2018-12-20,Cachoeiras de Macacu,AMP,19200.0,0.37,DIPIRONA SOL. INJ. 500 mg/ml  2 ml,7898404220147
184939,1574648,2018-12-20,Cachoeiras de Macacu,AMP,600.0,0.37,DIPIRONA SOL. INJ. 500 mg/ml  2 ml,7898404220147
184947,1574653,2018-12-20,Cachoeiras de Macacu,AMP,19800.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
184958,1574654,2018-12-20,Cachoeiras de Macacu,CP,30000.0,0.06,DIPIRONA SODICA 500MG CP,7898148294121
184963,1574655,2018-12-20,Cachoeiras de Macacu,AMPOLA,600.0,0.4902,SANTIDOR 500MG/ML 2ML AP,7898404220147
184964,1574655,2018-12-20,Cachoeiras de Macacu,AMPOLA,200.0,0.4902,SANTIDOR 500MG/ML 2ML AP,7898404220147
184968,1574655,2018-12-20,Cachoeiras de Macacu,FRASCO,130.0,0.79,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
185106,1576414,2018-12-01,N/I,FR,2760.0,0.67,DIPIRONA SODICA 500MG 2ML CX C 120 AMP (G) Lt: 26583481 Val.: 30 03 2020,7896112126584
185122,1576497,2018-12-20,N/I,FR,1700.0,0.64,DIPIRONA SODICA 500MG 2ML CX C 100 AMP Lt: DP18J199 Val.: 30 10 2020,7898166041004
185139,1576562,2018-12-28,N/I,FR,3360.0,0.68,DIPIRONA SODICA 500MG 2ML CX C 120 AMP (G) Lt: 26583480  Val.: 13 03 2020,7896112126584
185194,1576827,2018-12-05,N/I,CPR,180.0,0.104,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
185320,1576926,2018-12-05,N/I,CPR,180.0,0.104,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,-1
185335,1577130,2018-12-11,N/I,AMP,100.0,0.62,DIPIRONA SODICA 500MG/ML 2ML AP FARMACE  Lt  DP181176 Val   06/09/2020,N/I
185336,1577131,2018-12-11,N/I,AMP,100.0,0.62,DIPIRONA SODICA 500MG ML 2ML AP FARMACE Lt: DP181176 Val.: 06 09 2020,N/I
185341,1577209,2018-12-14,MAGE,AMP,3000.0,0.94,DIPIRONA SODICA 500MG/ML SOLUCAO INJ. AMP 2ML,7896112126584
185345,1577211,2018-12-14,MAGE,AMP,1000.0,0.94,DIPIRONA SODICA 500MG/ML SOLUCAO INJ. AMP 2ML,7896112126584
185349,1577216,2018-12-14,MAGE,AMP,3000.0,0.94,DIPIRONA SODICA 500MG/ML SOLUCAO INJ. AMP 2ML,7896112126584
185350,1577216,2018-12-14,MAGE,AMP,1000.0,0.94,DIPIRONA SODICA 500MG/ML SOLUCAO INJ. AMP 2ML,7896112126584
185351,1577216,2018-12-14,MAGE,AMP,11875.0,0.94,DIPIRONA SODICA 500MG/ML SOLUCAO INJ. AMP 2ML,7896112126584
185395,1578211,2018-12-05,Sao Joao de Meriti,UN,25000.0,0.0825,DIPIRONA SODICA 500 MG,7898148294121
185398,1578213,2018-12-06,Sao Joao de Meriti,FR,100.0,0.58,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
185415,1578222,2018-12-11,Sao Joao de Meriti,FR,200.0,0.82,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
185425,1578227,2018-12-12,Sao Joao de Meriti,Compri,10000.0,0.25,DIPIRONA 500 MG,7898148294121
185441,1578241,2018-12-13,Sao Joao de Meriti,UN,180.0,0.12,"ICTUS 12,5MG UN",7896112411314
185463,1578271,2018-12-27,Sao Joao de Meriti,FR,100.0,0.58,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
185514,1578275,2018-12-27,Sao Joao de Meriti,UN,1920.0,0.37,"ICTUS 12,5MG UN",7896112411314
185540,1578597,2018-12-20,N/I,AP,1800.0,1.38,DIPIRONA SODICA 1G2ML SOLINJ - Lote: DP18F107 Validade: 28/06/2020,7898166041004
185554,1578826,2018-12-21,N/I,CX,1000.0,0.67,HIOSCINA+DIPIRONA (NEOCOPAN) C/20 CP - NEOQUIMICA,7896714233833
185562,1578827,2018-12-21,N/I,CX,5.0,6.55,MAXALGINA PED 100 ML DIPIRONA NAT*S*,7898133131028
185582,1579073,2018-12-12,3303500,UNIDAD,50.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185587,1579073,2018-12-12,3303500,UNIDAD,1600.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,-1
185590,1579074,2018-12-12,3303500,UNIDAD,85.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185591,1579074,2018-12-12,3303500,UNIDAD,2750.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,-1
185599,1579076,2018-12-12,3303500,UNIDAD,50.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185602,1579076,2018-12-12,3303500,UNIDAD,750.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,-1
185606,1579077,2018-12-13,3303500,UNIDAD,50.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185607,1579077,2018-12-13,3303500,UNIDAD,750.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,-1
185615,1579078,2018-12-13,3303500,UNIDAD,50.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185618,1579078,2018-12-13,3303500,UNIDAD,1400.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,-1
185620,1579079,2018-12-13,3303500,UNIDAD,90.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185622,1579079,2018-12-13,3303500,UNIDAD,2750.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,-1
185633,1579128,2018-12-07,3300456,UN,600.0,3.51,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185634,1579129,2018-12-07,3300456,UN,8000.0,0.15,DIPIRONA 500MG - COMPRIMIDO,7898148294121
185638,1579134,2018-12-10,3300456,UN,20000.0,0.15,DIPIRONA 500MG - COMPRIMIDO,7898148294121
185639,1579134,2018-12-10,3300456,UN,500.0,3.51,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185643,1579140,2018-12-10,3300456,UN,160625.0,0.15,DIPIRONA 500MG - COMPRIMIDO,7898148294121
185645,1579142,2018-12-10,3300456,UN,2650.0,3.51,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,-1
185647,1579162,2018-12-27,3300456,COMP,9000.0,0.08,DIPIRONA 500 mg,7898148294121
185649,1579221,2018-12-11,N/I,COMP,2720.0,0.4,DIPIRONA SODICA 500MG,-1
185669,1579499,2018-12-13,N/I,FR,150.0,0.86,DIPIRONA SODICA500ML ML 10ML,-1
185771,1606256,2018-01-28,N/I,CPR,5000.0,0.204,"DIPIRONA SODICA 500 MG GENERICO PRATI, DONADUZZI",-1
185834,1608926,2018-01-02,N/I,UN,1.0,8.38,NOVALGINA INF C/5 SUP-REFERENCIA,7891058467098
185881,1611146,2018-01-09,SAO JOAO DE MERITI,VD,12.0,2.1701,DIPIRONA G. TEU 500 MG/ML GTS 20 ML,7896112147145
185884,1611148,2018-01-16,SAO JOAO DE MERITI,VD,30.0,2.1701,DIPIRONA G. TEU 500 MG/ML GTS 20 ML,7896112147145
185885,1611148,2018-01-16,SAO JOAO DE MERITI,CX,12.0,6.4185,DIPIRONA SODICA G. GER 500 MG 30 CP,7896004756622
185910,1616378,2018-01-02,N/I,UN,5000.0,0.2,BUTILBROMETO ESCOPOLAMINADIPIRONA SODICA 10250MG C250 - Lote: 18002940 Validade: 30/06/2020,7898216361618
185918,1616383,2018-01-03,N/I,UN,4000.0,0.63,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
185939,1616390,2018-01-08,N/I,UN,4000.0,0.63,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
185951,1616393,2018-01-08,N/I,AP,4000.0,0.3,DIPIRONA SODICA 1G2ML 2ML SOLINJ - Lote: DP18F106 Validade: 27/06/2020,7898166041004
185958,1616394,2018-01-09,N/I,AP,4000.0,0.3,DIPIRONA SODICA 1G2ML 2ML SOLINJ - Lote: DP18F106 Validade: 27/06/2020,7898166041004
185963,1616406,2018-01-14,N/I,UN,50000.0,0.085,DIPIRONA SODICA 500MG C500 - Lote: 18F13I Validade: 30/06/2020,7898148294121
185964,1616409,2018-01-15,N/I,UN,50000.0,0.085,DIPIRONA SODICA 500MG C500 - Lote: 18F13I Validade: 30/06/2020,7898148294121
185988,1616420,2018-01-22,N/I,UN,20000.0,0.075,DIPIRONA SODICA 500MG C500 - Lote: 18F13I Validade: 30/06/2020,7898148294121
186131,1622949,2018-01-08,N/I,UN,1.0,14.99,DIPIRONA SOD 30CP MEDLEY GEN P.M.C. 29.34,7896422507059
186142,1625232,2018-01-21,RIO DE JANEIRO,FR,2000.0,1.8,DIPIRONA SODICA 500MG/ML SOL OR X 20ML.EMS,7899095220164
186144,1625233,2018-01-21,RIO DE JANEIRO,CPR,25000.0,0.14,DIPIRONA 500MG COMPRIMIDO.MEDLEY,37897732602534
186152,1625609,2018-01-16,N/I,UN,15.0,1.99,DIPIRONA 500 MG/ML GTS 20ML GEN (-) TEUTO,7896112129165
186153,1625609,2018-01-16,N/I,UN,15.0,1.88,DIPRIONA 500 MG/ML 20 ML GEN (-) PHARLAB,7898917592786
186155,1625611,2018-01-24,N/I,UN,15.0,1.99,DIPIRONA 500 MG/ML GTS 20ML GEN (-) TEUTO,7896112129165
186156,1625611,2018-01-24,N/I,UN,15.0,1.88,DIPRIONA 500 MG/ML 20 ML GEN (-) PHARLAB,7898917592786
186166,1627992,2018-01-07,N/I,FR,197.0,1.8,DIPIRONA SODICA 500 MG SOLUCAO ORAL FRASCO 10ML MAXALGINA NATULAB,7898133131141
186167,1627992,2018-01-07,N/I,FR,1800.0,1.8,DIPIRONA SODICA 500 MG SOLUCAO ORAL FRASCO 10ML MAXALGINA NATULAB,7898133131141
186184,1628435,2018-01-07,N/I,CPR,10000.0,0.16,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
186208,1628472,2018-01-16,N/I,CPR,17500.0,0.136,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,7898148294121
186222,1628493,2018-01-30,N/I,FR,5962.0,2.8503,DIPIRONA SODICA 500MG/ML 20ML GENERICO FARMACE,-1
186232,1628495,2018-01-31,N/I,CPR,30000.0,0.24,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
186233,1628495,2018-01-31,N/I,FR,800.0,2.1002,DIPIRONA SODICA 500MG/ML 10ML NATULAB,7898133131141
186234,1628495,2018-01-31,N/I,FR,113.0,2.1002,DIPIRONA SODICA 500MG/ML 10ML NATULAB,7898133131141
186391,1629421,2018-01-18,N/I,CP,2200.0,0.13,DIPIRONA SODICA 500MG PRATI-DONADUZZI,-1
186394,1629421,2018-01-18,N/I,CP,2800.0,0.13,DIPIRONA SODICA 500MG GREENPHARMA,-1
186426,1631240,2018-01-02,Cachoeiras de Macacu,FR,3000.0,1.26,DIPIRONA GOTAS 500 MG/ML 20ML,7898133131158
186428,1631242,2018-01-02,Cachoeiras de Macacu,AMP,10800.0,0.29,SANTIDOR 500MG/ML 2ML AP,7898404220147
186430,1631242,2018-01-02,Cachoeiras de Macacu,AMP,3000.0,1.05,HYPOCINA COMPOSTA 5ML AP,7898122910894
186440,1631244,2018-01-02,Cachoeiras de Macacu,AMP,19800.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
186451,1631245,2018-01-02,Cachoeiras de Macacu,CP,30000.0,0.06,DIPIRONA SODICA 500MG CP,7898148294121
186460,1631254,2018-01-03,Cachoeiras de Macacu,COMPRI,50.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
186461,1631254,2018-01-03,Cachoeiras de Macacu,AMPOLA,900.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186465,1631256,2018-01-03,Cachoeiras de Macacu,AMPOLA,1000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186467,1631257,2018-01-03,Cachoeiras de Macacu,AMPOLA,300.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186469,1631258,2018-01-03,Cachoeiras de Macacu,AMPOLA,400.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186470,1631258,2018-01-03,Cachoeiras de Macacu,COMPRI,50.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
186471,1631258,2018-01-03,Cachoeiras de Macacu,FRASCO,5.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
186479,1631262,2018-01-04,Cachoeiras de Macacu,AMP,1000.0,0.96,DIPIRONA SODICA 500MG/ML 2ML,7898166041004
186496,1631278,2018-01-04,Cachoeiras de Macacu,AMP,300.0,1.564,escopolamina (hioscina) 20mg/mL + dipirona 500mg/mL solucao injetavel IM/IV 5ML - HYPOFARMA,7898122910894
186499,1631278,2018-01-04,Cachoeiras de Macacu,AMP,1500.0,0.5953,dipirona sodica 500mg/mL solucao injetavel IM/IV ampola 2mL - SANTISA,7898404220147
186502,1631281,2018-01-07,Cachoeiras de Macacu,AMP,300.0,1.03,HYPOCINA COMPOSTA 5ML AP,7898122910894
186503,1631281,2018-01-07,Cachoeiras de Macacu,AMP,1500.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
186525,1631283,2018-01-07,Cachoeiras de Macacu,frasco,300.0,0.6,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
186526,1631283,2018-01-07,Cachoeiras de Macacu,Compri,20000.0,0.07,DIPIRONA SODICA 500MG. CP,742832304856
186536,1631288,2018-01-07,Cachoeiras de Macacu,FRASCO,150.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
186540,1631288,2018-01-07,Cachoeiras de Macacu,AMPOLA,800.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186542,1631289,2018-01-07,Cachoeiras de Macacu,AMPOLA,800.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
186546,1631289,2018-01-07,Cachoeiras de Macacu,FRASCO,150.0,0.6,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
186574,1631311,2018-01-10,Cachoeiras de Macacu,ampola,1500.0,0.6,DIPIRONA SODICA 500MG/ML 2ML,7898404220147
186603,1631329,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186606,1631337,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186611,1631338,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186615,1631339,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186619,1631340,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186621,1631341,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186622,1631342,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186623,1631343,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186627,1631344,2018-01-11,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186648,1631366,2018-01-16,Cachoeiras de Macacu,CP,20000.0,0.07,DIPIRONA SODICA 500MG. CP,742832304856
186655,1631371,2018-01-17,Cachoeiras de Macacu,F/A,1000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186658,1631372,2018-01-17,Cachoeiras de Macacu,F/A,700.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186659,1631372,2018-01-17,Cachoeiras de Macacu,F/A,800.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186662,1631372,2018-01-17,Cachoeiras de Macacu,FRASCO,50.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
186663,1631374,2018-01-17,Cachoeiras de Macacu,F/A,1700.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
186664,1631374,2018-01-17,Cachoeiras de Macacu,F/A,800.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
186665,1631374,2018-01-17,Cachoeiras de Macacu,FRASCO,50.0,0.55,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
186700,1631403,2018-01-22,Cachoeiras de Macacu,F/A,4000.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186703,1631403,2018-01-22,Cachoeiras de Macacu,FRASCO,50.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
186704,1631403,2018-01-22,Cachoeiras de Macacu,AMPOLA,200.0,1.79,ESCOPOLAMINA 4 MG /ML + DIPIRONA 500 MG /ML - HYPOFARMA,7898122910894
186705,1631403,2018-01-22,Cachoeiras de Macacu,COMPRI,1000.0,0.1026,DIPIRONA 500MG - GREEN PHAR,742832304856
186726,1631414,2018-01-23,Cachoeiras de Macacu,AMPOLA,700.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186727,1631414,2018-01-23,Cachoeiras de Macacu,FRASCO,5.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
186729,1631415,2018-01-23,Cachoeiras de Macacu,AMPOLA,300.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186734,1631416,2018-01-23,Cachoeiras de Macacu,AMPOLA,600.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
186751,1631426,2018-01-24,Cachoeiras de Macacu,COM,500.0,0.102,dipirona sodica 500mg - GREEN PHAR,742832304856
186754,1631426,2018-01-24,Cachoeiras de Macacu,AMP,1500.0,0.5953,dipirona sodica 500mg/mL solucao injetavel IM/IV ampola 2mL - SANTISA,7898404220147
186777,1631430,2018-01-24,Cachoeiras de Macacu,ampola,100.0,0.6,DIPIRONA SODICA 500MG/ML 2ML,7898404220147
186781,1631433,2018-01-25,Cachoeiras de Macacu,AMP,400.0,1.1,DIPIRONA SODICA + BUTILBROMETO DE ESCOPOLA,-1
186783,1631433,2018-01-25,Cachoeiras de Macacu,AMP,1500.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
186787,1631433,2018-01-25,Cachoeiras de Macacu,COM,500.0,0.07,DIPIRONA SODICA 500MG. CP,742832304856
186794,1631436,2018-01-25,Cachoeiras de Macacu,AMPOLA,100.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
186804,1631437,2018-01-25,Cachoeiras de Macacu,FRASCO,80.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
186807,1631439,2018-01-25,Cachoeiras de Macacu,AMPOLA,100.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
186815,1631441,2018-01-25,Cachoeiras de Macacu,FRASCO,80.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
186819,1631442,2018-01-25,Cachoeiras de Macacu,COMPRI,2000.0,0.1026,DIPIRONA 500MG - GREEN PHAR,742832304856
186827,1631450,2018-01-29,Cachoeiras de Macacu,CP,300.0,0.1,DIPIRONA SODICA 500MG CP (Item: ),742832304856
186832,1631453,2018-01-29,Cachoeiras de Macacu,CP,2580.0,0.1,DIPIRONA SODICA 500MG CP (Item: ),742832304856
186833,1631456,2018-01-29,Cachoeiras de Macacu,CP,60.0,0.1,DIPIRONA SODICA 500MG CP (Item: ),742832304856
186835,1631457,2018-01-29,Cachoeiras de Macacu,CP,60.0,0.1,DIPIRONA SODICA 500MG CP (Item: ),742832304856
186844,1631463,2018-01-29,Cachoeiras de Macacu,F/A,400.0,0.456,DIPIRONA SODICA  INJETAVEL 500MG/ML 2ML - SANTISA,7898404220147
186845,1631467,2018-01-29,Cachoeiras de Macacu,20MG+2,300.0,1.52,HIOSCINA + DIPIRONA 5ML,-1
186856,1631472,2018-01-29,Cachoeiras de Macacu,AP,800.0,0.94,DIPIRONA SODICA 500MG/ML 2ML,7898404220147
186860,1631473,2018-01-29,Cachoeiras de Macacu,FR,100.0,3.05,DIPIRONA SODICA 500MG/ML 10ML,-1
186865,1631476,2018-01-29,Cachoeiras de Macacu,CP,10000.0,0.15,DIPIRONA SODICA 500MG,742832304856
186867,1631480,2018-01-29,Cachoeiras de Macacu,CP,300.0,0.5,HIOSCINA + DIPIRONA,7898216361618
186879,1631484,2018-01-29,Cachoeiras de Macacu,20MG+2,300.0,1.1,DIPIRONA SODICA + BUTILBROMETO DE ESCOPOLA,-1
186881,1631484,2018-01-29,Cachoeiras de Macacu,AP,800.0,0.35,SANTIDOR 500MG/ML 2ML AP,7898404220147
186886,1631484,2018-01-29,Cachoeiras de Macacu,CP,10000.0,0.07,DIPIRONA SODICA 500MG. CP,742832304856
186895,1631484,2018-01-29,Cachoeiras de Macacu,CP,300.0,0.3,ESCOPEN COMPOSTO 10MG/250MG CP,7898216361618
186899,1631505,2018-01-04,N/I,CX,12.0,49.2,DIPIRONA SODICA 500MG ML 2ML INJETAVEL GEN CX C  120 AP CX C  120 AP DIPIRONA TEUTO,-1
186909,1631519,2018-01-10,N/I,CX,167.0,49.2,DIPIRONA SODICA 500MG ML 2ML INJETAVEL GEN CX C  120 AP CX C  120 AP DIPIRONA TEUTO,-1
186918,1631537,2018-01-15,N/I,CX,21.0,49.2,DIPIRONA SODICA 500MG ML 2ML INJETAVEL GEN CX C  120 AP CX C  120 AP DIPIRONA TEUTO,-1
186919,1631548,2018-01-18,N/I,CX,17.0,49.2,DIPIRONA SODICA 500MG ML 2ML INJETAVEL GEN CX C  120 AP CX C  120 AP DIPIRONA TEUTO,-1
186921,1631553,2018-01-23,N/I,CX,10.0,49.2,DIPIRONA SODICA 500MG ML 2ML INJETAVEL GEN CX C  120 AP CX C  120 AP DIPIRONA TEUTO,-1
